,date,0_4,5_12,13_17,18_49,50_64,65+
0,08/07/2022,0.0,0.0,0.0,0.0,0.0,0.0
1,08/08/2022,0.0,0.0,0.0,0.0,0.0,0.0
2,08/09/2022,0.0,0.0,0.0,0.0,0.0,0.0
3,08/10/2022,0.0,0.0,0.0,0.0,0.0,0.0
4,08/11/2022,244.98484623531755,451.63942323666,176.62449367322245,1484.6255353934555,765.3348725198327,163.5496031581354
5,08/12/2022,489.9696924706351,903.27884647332,353.2489873464449,2969.251070786911,1530.6697450396655,327.0992063162708
6,08/13/2022,734.9545387059526,1354.91826970998,529.8734810196675,4453.876606180367,2296.004617559498,490.6488094744062
7,08/14/2022,979.9393849412702,1806.55769294664,706.4979746928898,5938.502141573822,3061.339490079331,654.1984126325416
8,08/15/2022,1224.924231176588,2258.1971161833,883.1224683661123,7423.127676967278,3826.6743625991635,817.748015790677
9,08/16/2022,1469.9090774119052,2709.83653941996,1059.746962039335,8907.753212360734,4592.009235118996,981.2976189488124
10,08/17/2022,1714.893923647223,3161.4759626566197,1236.3714557125572,10392.378747754188,5357.344107638829,1144.8472221069478
11,08/18/2022,1486.1531176078418,2709.83653941996,1059.746962039335,8907.753212360734,4592.009235118997,981.2976189488124
12,08/19/2022,1257.4123115684602,2258.1971161833,883.1224683661125,7423.127676967278,3826.6743625991635,817.748015790677
13,08/20/2022,1028.6715055290792,1806.55769294664,706.4979746928898,5938.502141573822,3061.339490079331,654.1984126325416
14,08/21/2022,799.930699489698,1354.91826970998,529.8734810196675,4453.876606180367,2296.004617559498,490.6488094744062
15,08/22/2022,571.1898934503167,903.2788464733201,353.248987346445,2969.2510707869114,1530.6697450396655,327.0992063162708
16,08/23/2022,342.4490874109355,451.63942323666,176.62449367322245,1484.6255353934555,765.3348725198327,163.5496031581354
17,08/24/2022,113.70828137155425,0.0,0.0,0.0,0.0,0.0
18,08/25/2022,158.89452667933367,20.110674405987385,0.0,0.0,0.0,81.51645644602591
19,08/26/2022,204.08077198711302,40.22134881197477,0.0,0.0,0.0,163.03291289205183
20,08/27/2022,249.2670172948924,60.33202321796215,0.0,0.0,0.0,244.54936933807772
21,08/28/2022,294.4532626026718,80.44269762394954,0.0,0.0,0.0,326.06582578410365
22,08/29/2022,339.6395079104512,100.55337202993691,0.0,0.0,0.0,407.5822822301296
23,08/30/2022,384.8257532182306,120.6640464359243,0.0,0.0,0.0,489.09873867615545
24,08/31/2022,430.01199852600996,140.7747208419117,0.0,0.0,0.0,570.6151951221814
25,09/01/2022,469.1351182479311,224.2340710252381,30.607505752432996,139.59929889344852,87.70460785804438,700.8805835689038
26,09/02/2022,508.2582379698521,307.6934212085645,61.21501150486599,279.19859778689704,175.40921571608877,831.1459720156264
27,09/03/2022,547.3813576917731,391.1527713918909,91.82251725729898,418.79789668034556,263.11382357413316,961.411360462349
28,09/04/2022,586.5044774136942,474.6121215752173,122.43002300973198,558.3971955737941,350.81843143217753,1091.6767489090714
29,09/05/2022,625.6275971356154,558.0714717585437,153.03752876216498,697.9964944672427,438.52303929022196,1221.942137355794
30,09/06/2022,664.7507168575364,641.5308219418702,183.64503451459797,837.5957933606911,526.2276471482663,1352.2075258025163
31,09/07/2022,703.8738365794575,724.9901721251965,214.25254026703098,977.1950922541397,613.9322550063107,1482.472914249239
32,09/08/2022,736.9338307155193,792.7285719890699,260.15629419392064,1254.1581552833259,789.7252894183924,1589.6830964307278
33,09/09/2022,769.9938248515813,860.4669718529431,306.0600481208103,1531.1212183125122,965.518323830474,1696.8932786122164
34,09/10/2022,803.0538189876431,928.2053717168164,351.9638020476999,1808.0842813416987,1141.3113582425556,1804.1034607937052
35,09/11/2022,836.113813123705,995.9437715806897,397.8675559745896,2085.0473443708847,1317.1043926546374,1911.3136429751937
36,09/12/2022,869.1738072597669,1063.682171444563,443.77130990147924,2362.010407400071,1492.8974270667188,2018.5238251566823
37,09/13/2022,902.2338013958288,1131.4205713084361,489.67506382836893,2638.9734704292573,1668.6904614788007,2125.734007338171
38,09/14/2022,935.2937955318906,1199.1589711723095,535.5788177552586,2915.9365334584436,1844.4834958908823,2232.9441895196596
39,09/15/2022,962.2906640820995,1251.1764207167273,568.8450843183653,3113.784368603228,1970.000846357295,2317.0991654359154
40,09/16/2022,989.2875326323084,1303.1938702611453,602.1113508814719,3311.632203748011,2095.5181968237075,2401.2541413521712
41,09/17/2022,1016.2844011825174,1355.2113198055629,635.3776174445786,3509.4800388927947,2221.0355472901206,2485.409117268427
42,09/18/2022,1043.2812697327263,1407.2287693499807,668.6438840076854,3707.3278740375777,2346.552897756533,2569.5640931846824
43,09/19/2022,1070.278138282935,1459.2462188943987,701.9101505707921,3905.175709182361,2472.070248222946,2653.719069100938
44,09/20/2022,1097.275006833144,1511.2636684388162,735.1764171338987,4103.023544327144,2597.5875986893584,2737.874045017194
45,09/21/2022,1124.271875383353,1563.281117983234,768.4426836970056,4300.871379471928,2723.104949155771,2822.02902093345
46,09/22/2022,1145.2056183477025,1599.5776172082074,789.0714628963289,4419.603986732321,2798.3466156765144,2883.1287905844792
47,09/23/2022,1166.139361312052,1635.8741164331802,809.7002420956522,4538.336593992713,2873.5882821972573,2944.228560235508
48,09/24/2022,1187.0731042764012,1672.1706156581536,830.3290212949753,4657.069201253105,2948.8299487180016,3005.3283298865376
49,09/25/2022,1208.0068472407506,1708.467114883127,850.9578004942987,4775.801808513498,3024.0716152387445,3066.4280995375666
50,09/26/2022,1228.9405902051,1744.7636141080998,871.586579693622,4894.53441577389,3099.3132817594887,3127.5278691885956
